"","day","Sensor_ID","research_name","value"
"1",2022-06-01,"T001","soil_vwc_15cm",0.336157277573771
"2",2022-06-01,"T002","soil_vwc_15cm",0.335367551327869
"3",2022-06-01,"T003","soil_vwc_15cm",0.304543872704918
"4",2022-06-01,"T004","soil_vwc_15cm",0.327419353147541
"5",2022-06-01,"T005","soil_vwc_15cm",0.323533549
"6",2022-06-01,"T006","soil_vwc_15cm",0.338574784836066
"7",2022-06-01,"T007","soil_vwc_15cm",0.338018816032787
"8",2022-06-01,"T008","soil_vwc_15cm",0.320167085721311
"9",2022-06-01,"T009","soil_vwc_15cm",0.284261217606557
"10",2022-06-01,"T011","soil_vwc_15cm",NA
"11",2022-06-01,"T012","soil_vwc_15cm",NA
"12",2022-06-01,"T013","soil_vwc_15cm",NA
"13",2022-06-01,"T014","soil_vwc_15cm",0.321019448278689
"14",2022-06-01,"T015","soil_vwc_15cm",0.314085958344262
"15",2022-06-01,"T016","soil_vwc_15cm",0.339043635114754
"16",2022-06-01,"T017","soil_vwc_15cm",0.26642449457377
"17",2022-06-01,"T018","soil_vwc_15cm",NA
"18",2022-06-01,"T025","soil_vwc_15cm",0.361834031918033
"19",2022-06-01,"T026","soil_vwc_15cm",NA
"20",2022-06-01,"T041","soil_vwc_15cm",0.308136526196721
"21",2022-06-01,"T044","soil_vwc_15cm",0.347052689081967
"22",2022-06-01,"T053","soil_vwc_15cm",NA
"23",2022-06-01,"T076","soil_vwc_15cm",0.350035640081967
"24",2022-06-01,"T077","soil_vwc_15cm",0.343316830540984
"25",2022-06-01,"T078","soil_vwc_15cm",0.316645398852459
"26",2022-06-01,"T082","soil_vwc_15cm",NA
"27",2022-06-01,"T083","soil_vwc_15cm",0.358164243557377
"28",2022-06-01,"T084","soil_vwc_15cm",0.27101398747541
"29",2022-06-01,"T086","soil_vwc_15cm",NA
"30",2022-06-01,"T119","soil_vwc_15cm",0.313271686295082
"31",2022-06-01,"T122","soil_vwc_15cm",0.305767856180328
"32",2022-06-01,"T125","soil_vwc_15cm",NA
"33",2022-06-01,"T169","soil_vwc_15cm",0.315436804196721
"34",2022-06-01,"T170","soil_vwc_15cm",0.330700732786885
"35",2022-06-01,"T172","soil_vwc_15cm",0.343101196295082
"36",2022-06-01,"T183","soil_vwc_15cm",0.349675338213115
"37",2022-06-01,NA,"wx_par_den15",815.278163934426
"38",2022-06-01,NA,"wx_tempavg15",29.6977049180328
"39",2022-06-01,NA,"wx_windspeed15",0.76359304895082
"40",2022-06-02,"T001","soil_vwc_15cm",0.342805374852459
"41",2022-06-02,"T002","soil_vwc_15cm",0.337695142098361
"42",2022-06-02,"T003","soil_vwc_15cm",0.306107427655738
"43",2022-06-02,"T004","soil_vwc_15cm",0.334844140688525
"44",2022-06-02,"T005","soil_vwc_15cm",NA
"45",2022-06-02,"T006","soil_vwc_15cm",0.339784015393443
"46",2022-06-02,"T007","soil_vwc_15cm",0.337516771688525
"47",2022-06-02,"T008","soil_vwc_15cm",0.325933950508197
"48",2022-06-02,"T009","soil_vwc_15cm",0.281535170868852
"49",2022-06-02,"T011","soil_vwc_15cm",NA
"50",2022-06-02,"T012","soil_vwc_15cm",0.363106979819672
"51",2022-06-02,"T013","soil_vwc_15cm",0.319830502983607
"52",2022-06-02,"T014","soil_vwc_15cm",0.319901723967213
"53",2022-06-02,"T015","soil_vwc_15cm",NA
"54",2022-06-02,"T016","soil_vwc_15cm",0.340341764721312
"55",2022-06-02,"T017","soil_vwc_15cm",0.267282262295082
"56",2022-06-02,"T018","soil_vwc_15cm",NA
"57",2022-06-02,"T025","soil_vwc_15cm",NA
"58",2022-06-02,"T026","soil_vwc_15cm",NA
"59",2022-06-02,"T041","soil_vwc_15cm",0.321248118508197
"60",2022-06-02,"T044","soil_vwc_15cm",0.348316861540984
