"","day","Sensor_ID","Location","sapflow_2.5cm","soil_vwc_15cm","soil_vwc_30cm","soil_vwc_5cm","wx_par_den15","wx_tempavg15","wx_windspeed15","Plot","Tree_ID","Species","Grid_Square","DBH_2021","BA"
"77",2022-06-02,"F17","I6",0.480229508196721,0.314466163934426,0.330347531819672,0.352889375868852,588.536721311475,22.9396721311475,1.06886751442623,"FW",1580,"FAGR","I6",30.5,930.25
"78",2022-06-02,"F18","H8",0.412377049180328,0.31068755463466,0.342864927040984,0.371028311155738,588.536721311475,22.9396721311475,1.06886751442623,"FW",1569,"FAGR","H8",39.9,1592.01
"79",2022-06-02,"F2","G6",0.475819672131148,0.320136972245902,0.306936897754098,0.316611505295082,588.536721311475,22.9396721311475,1.06886751442623,"FW",1576,"LITU","G6",68.8,4733.44
"80",2022-06-02,"F3","D5",0.00675409836065574,0.342873897228484,0.362183523459016,0.286742187852459,588.536721311475,22.9396721311475,1.06886751442623,"FW",1552,"LITU","D5",66.7,4448.89
"81",2022-06-02,"F4","E2",0.499213114754098,0.342180265372365,0.340004506661235,0.332987833636109,588.536721311475,22.9396721311475,1.06886751442623,"FW",1561,"LITU","E2",56.4,3180.96
"82",2022-06-02,"F5","G3",0.41955737704918,0.332370589295082,0.375612255815574,0.343804185557377,588.536721311475,22.9396721311475,1.06886751442623,"FW",1591,"LITU","G3",79.8,6368.04
"83",2022-06-02,"F6","D6",0.422459016393443,0.347154071675205,0.331347253983607,0.323833058672131,588.536721311475,22.9396721311475,1.06886751442623,"FW",1551,"LITU","D6",52.7,2777.29
"84",2022-06-02,"F7","B5",0.532819672131148,0.338714714991803,0.362183523459016,0.286742187852459,588.536721311475,22.9396721311475,1.06886751442623,"FW",1520,"ACRU","B5",25.4,645.16
"85",2022-06-02,"F8","B4",0.704524590163934,0.330923285642623,0.325388474081967,0.333277999737705,588.536721311475,22.9396721311475,1.06886751442623,"FW",1521,"ACRU","B4",25.9,670.81
"86",2022-06-02,"F9","G3",0.536475409836066,0.332370589295082,0.375612255815574,0.343804185557377,588.536721311475,22.9396721311475,1.06886751442623,"FW",1592,"ACRU","G3",43.2,1866.24
"87",2022-06-02,"S10","G5",0.449967213114754,0.32660699549698,0.347901331614754,0.33620026452459,588.536721311475,22.9396721311475,1.06886751442623,"SW",1775,"ACRU","G5",18.4,338.56
"88",2022-06-02,"S11","F6",0.498672131147541,0.329029589637705,0.308561054131148,0.332987833636109,588.536721311475,22.9396721311475,1.06886751442623,"SW",1772,"ACRU","F6",21,441
"89",2022-06-02,"S12","F4",0.546540983606557,0.337317952498829,0.362097528360656,0.355789023754098,588.536721311475,22.9396721311475,1.06886751442623,"SW",1776,"ACRU","F4",24.7,610.09
"90",2022-06-02,"S13","A2",0.338081967213115,0.32956959095082,0.340004506661235,0.332987833636109,588.536721311475,22.9396721311475,1.06886751442623,"SW",1848,"FAGR","A2",35.2,1239.04
"91",2022-06-02,"S14","I2",0.372065573770492,0.311687146590164,0.337240917557377,0.339175584704918,588.536721311475,22.9396721311475,1.06886751442623,"SW",1851,"FAGR","I2",31,961
"92",2022-06-02,"S15","E4",0.357770491803279,0.344072656870492,0.38886576547541,0.355789023754098,588.536721311475,22.9396721311475,1.06886751442623,"SW",1829,"FAGR","E4",22.5,506.25
"93",2022-06-02,"S16","C2",0.379803278688525,0.338484823831148,0.325388474081967,0.333277999737705,588.536721311475,22.9396721311475,1.06886751442623,"SW",1839,"FAGR","C2",28,784
"94",2022-06-02,"S17","D1",0.389147540983607,0.342073854803279,0.340004506661235,0.332987833636109,588.536721311475,22.9396721311475,1.06886751442623,"SW",1868,"FAGR","D1",33.1,1095.61
"95",2022-06-02,"S18","E5",0.520868852459016,0.346893339196721,0.38886576547541,0.355789023754098,588.536721311475,22.9396721311475,1.06886751442623,"SW",1780,"FAGR","E5",19.9,396.01
"96",2022-06-02,"S2","C5",0.467196721311475,0.34317963078791,0.362183523459016,0.286742187852459,588.536721311475,22.9396721311475,1.06886751442623,"SW",1790,"LITU","C5",61.7,3806.89
"97",2022-06-02,"S20","B8",0.404426229508197,0.338526980930328,0.300510984508197,0.342378494081967,588.536721311475,22.9396721311475,1.06886751442623,"SW",1749,"ACRU","B8",21.3,453.69
"98",2022-06-02,"S3","E5",0.404016393442623,0.346893339196721,0.38886576547541,0.355789023754098,588.536721311475,22.9396721311475,1.06886751442623,"SW",1783,"LITU","E5",36.9,1361.61
"99",2022-06-02,"S4","E6",0.669,0.353551964180328,0.340004506661235,0.332987833636109,588.536721311475,22.9396721311475,1.06886751442623,"SW",1781,"LITU","E6",50.8,2580.64
"100",2022-06-02,"S5","F5",0.416327868852459,0.334210006855738,0.362097528360656,0.355789023754098,588.536721311475,22.9396721311475,1.06886751442623,"SW",1778,"LITU","F5",44.2,1953.64
"101",2022-06-02,"S6","G6",0.383065573770492,0.320136972245902,0.306936897754098,0.316611505295082,588.536721311475,22.9396721311475,1.06886751442623,"SW",1773,"LITU","G6",49.7,2470.09
"102",2022-06-02,"S7","D7",0.537836065573771,0.345045523366617,0.331347253983607,0.323833058672131,588.536721311475,22.9396721311475,1.06886751442623,"SW",1733,"ACRU","D7",24.7,610.09
"103",2022-06-02,"S8","C6",0.514213114754098,0.348596594672131,0.331347253983607,0.323833058672131,588.536721311475,22.9396721311475,1.06886751442623,"SW",1788,"ACRU","C6",29.3,858.49
"104",2022-06-02,"S9","F2",0.632065573770492,0.337408188593145,0.340004506661235,0.332987833636109,588.536721311475,22.9396721311475,1.06886751442623,"SW",1865,"ACRU","F2",34.4,1183.36
"105",2022-06-03,"C1","F5",0.502573770491803,0.354019095235652,0.395216387967213,0.381075631245902,723.785737704918,22.5203278688525,1.61357083934426,"Control",1384,"LITU","F5",47.1,2218.41
"106",2022-06-03,"C10","D4",0.707533333333333,0.337959180884681,0.324150087982617,0.368226074630582,723.785737704918,22.5203278688525,1.61357083934426,"Control",1387,"ACRU","D4",36,1296
"107",2022-06-03,"C11","F2",0.413766666666667,0.3518728834803,0.347864699266687,0.354691389923495,723.785737704918,22.5203278688525,1.61357083934426,"Control",1395,"ACRU","F2",34.7,1204.09
"108",2022-06-03,"C12","G3",0.00358536585365854,0.341989241345753,0.381509321463115,0.366076576885246,723.785737704918,22.5203278688525,1.61357083934426,"Control",1328,"ACRU","G3",27.9,778.41
"109",2022-06-03,"C13","B8",0.455672131147541,0.345202469672131,0.263769859590164,0.354691389923495,723.785737704918,22.5203278688525,1.61357083934426,"Control",1407,"FAGR","B8",37.6,1413.76
"110",2022-06-03,"C14","B7",0.473409836065574,0.34533686112459,0.320775929745902,0.310041687508197,723.785737704918,22.5203278688525,1.61357083934426,"Control",1412,"FAGR","B7",25.1,630.01
"111",2022-06-03,"C15","A4",0.327491803278689,0.333872632639768,0.347864699266687,0.354691389923495,723.785737704918,22.5203278688525,1.61357083934426,"Control",1432,"FAGR","A4",28.5,812.25
"112",2022-06-03,"C16","E4",0.4684375,0.350221694668739,0.395216387967213,0.380875693172131,723.785737704918,22.5203278688525,1.61357083934426,"Control",1390,"FAGR","E4",32,1024
"113",2022-06-03,"C17","F6",0.00173684210526316,0.353526875448615,0.347864699266687,0.381475507393443,723.785737704918,22.5203278688525,1.61357083934426,"Control",1380,"FAGR","F6",44.5,1980.25
"114",2022-06-03,"C18","(out)",0.37875,0.345991106528513,0.347864699266687,0.354691389923495,723.785737704918,22.5203278688525,1.61357083934426,"Control",1452,"FAGR",NA,45.4,2061.16
